date,pos,neg
2018-01-01,0.6896551724137931,0.3103448275862069
2018-01-02,0.8235294117647058,0.17647058823529413
2018-01-03,0.625,0.375
2018-01-04,0.6176470588235294,0.38235294117647056
2018-01-05,0.6111111111111112,0.3888888888888889
2018-01-06,0.6944444444444444,0.3055555555555556
2018-01-07,0.6363636363636364,0.36363636363636365
2018-01-08,0.6666666666666666,0.3333333333333333
2018-01-09,0.6296296296296297,0.37037037037037035
2018-01-10,0.6571428571428571,0.34285714285714286
2018-01-11,0.5263157894736842,0.47368421052631576
2018-01-12,0.5555555555555556,0.4444444444444444
2018-01-13,0.6363636363636364,0.36363636363636365
2018-01-14,0.575,0.425
2018-01-15,0.6571428571428571,0.34285714285714286
2018-01-16,0.6666666666666666,0.3333333333333333
2018-01-17,0.5882352941176471,0.4117647058823529
2018-01-18,0.7586206896551724,0.2413793103448276
2018-01-19,0.6829268292682927,0.3170731707317073
2018-01-20,0.5945945945945946,0.40540540540540543
2018-01-21,0.6333333333333333,0.36666666666666664
2018-01-22,0.6896551724137931,0.3103448275862069
2018-01-23,0.5454545454545454,0.45454545454545453
2018-01-24,0.6470588235294118,0.35294117647058826
2018-01-25,0.5172413793103449,0.4827586206896552
2018-01-26,0.7142857142857143,0.2857142857142857
2018-01-27,0.6666666666666666,0.3333333333333333
2018-01-28,0.6470588235294118,0.35294117647058826
2018-01-29,0.7037037037037037,0.2962962962962963
2018-01-30,0.625,0.375
2018-01-31,0.7096774193548387,0.2903225806451613
2018-02-01,0.7241379310344828,0.27586206896551724
2018-02-02,0.475,0.525
2018-02-03,0.575,0.425
2018-02-04,0.7058823529411765,0.29411764705882354
2018-02-05,0.6341463414634146,0.36585365853658536
2018-02-06,0.5641025641025641,0.4358974358974359
2018-02-07,0.5128205128205128,0.48717948717948717
2018-02-08,0.4473684210526316,0.5526315789473685
2018-02-09,0.6071428571428571,0.39285714285714285
2018-02-10,0.59375,0.40625
2018-02-11,0.725,0.275
2018-02-12,0.75,0.25
2018-02-13,0.6666666666666666,0.3333333333333333
2018-02-14,0.6363636363636364,0.36363636363636365
2018-02-15,0.5384615384615384,0.46153846153846156
2018-02-16,0.6363636363636364,0.36363636363636365
2018-02-17,0.6285714285714286,0.37142857142857144
2018-02-18,0.5945945945945946,0.40540540540540543
2018-02-19,0.5666666666666667,0.43333333333333335
2018-02-20,0.35,0.65
2018-02-21,0.6666666666666666,0.3333333333333333
2018-02-22,0.6428571428571429,0.35714285714285715
2018-02-23,0.76,0.24
2018-02-24,0.65,0.35
2018-02-25,0.5428571428571428,0.45714285714285713
2018-02-26,0.7037037037037037,0.2962962962962963
2018-02-27,0.6774193548387096,0.3225806451612903
2018-02-28,0.6857142857142857,0.3142857142857143
2018-03-01,0.6857142857142857,0.3142857142857143
2018-03-02,0.5277777777777778,0.4722222222222222
2018-03-03,0.5882352941176471,0.4117647058823529
2018-03-04,0.7222222222222222,0.2777777777777778
2018-03-05,0.7804878048780488,0.21951219512195122
2018-03-06,0.6363636363636364,0.36363636363636365
2018-03-07,0.7,0.3
2018-03-08,0.6,0.4
2018-03-09,0.5428571428571428,0.45714285714285713
2018-03-10,0.6470588235294118,0.35294117647058826
2018-03-11,0.6875,0.3125
2018-03-12,0.8,0.2
2018-03-13,0.6774193548387096,0.3225806451612903
2018-03-14,0.5714285714285714,0.42857142857142855
2018-03-15,0.6666666666666666,0.3333333333333333
2018-03-16,0.7,0.3
2018-03-17,0.75,0.25
2018-03-18,0.5588235294117647,0.4411764705882353
2018-03-19,0.6666666666666666,0.3333333333333333
2018-03-20,0.7575757575757576,0.24242424242424243
2018-03-21,0.6944444444444444,0.3055555555555556
2018-03-22,0.5,0.5
2018-03-23,0.4222222222222222,0.5777777777777777
2018-03-24,0.6388888888888888,0.3611111111111111
2018-03-25,0.5416666666666666,0.4583333333333333
2018-03-26,0.7,0.3
2018-03-27,0.7435897435897436,0.2564102564102564
2018-03-28,0.6486486486486487,0.35135135135135137
2018-03-29,0.75,0.25
2018-03-30,0.5365853658536586,0.4634146341463415
2018-03-31,0.7419354838709677,0.25806451612903225
2018-04-01,0.6333333333333333,0.36666666666666664
2018-04-02,0.5526315789473685,0.4473684210526316
2018-04-03,0.6097560975609756,0.3902439024390244
2018-04-04,0.7419354838709677,0.25806451612903225
2018-04-05,0.5555555555555556,0.4444444444444444
2018-04-06,0.7142857142857143,0.2857142857142857
2018-04-07,0.7142857142857143,0.2857142857142857
2018-04-08,0.65625,0.34375
2018-04-09,0.26666666666666666,0.7333333333333333
2018-04-10,0.7931034482758621,0.20689655172413793
2018-04-11,0.68,0.32
2018-04-12,0.6551724137931034,0.3448275862068966
2018-04-13,0.7222222222222222,0.2777777777777778
2018-04-14,0.7096774193548387,0.2903225806451613
2018-04-15,0.6296296296296297,0.37037037037037035
2018-04-16,0.75,0.25
2018-04-17,0.6190476190476191,0.38095238095238093
2018-04-18,0.6571428571428571,0.34285714285714286
2018-04-19,0.7931034482758621,0.20689655172413793
2018-04-20,0.6904761904761905,0.30952380952380953
2018-04-21,0.5172413793103449,0.4827586206896552
2018-04-22,0.7027027027027027,0.2972972972972973
2018-04-23,0.5588235294117647,0.4411764705882353
2018-04-24,0.5483870967741935,0.45161290322580644
2018-04-25,0.631578947368421,0.3684210526315789
2018-04-26,0.4722222222222222,0.5277777777777778
2018-04-27,0.64,0.36
2018-04-28,0.6388888888888888,0.3611111111111111
2018-04-29,0.7575757575757576,0.24242424242424243
2018-04-30,0.7058823529411765,0.29411764705882354
2018-05-01,0.6,0.4
