Open,High,Low,Close,Adj Close,Volume,Date
45.439998626708984,45.810001373291016,45.2400016784668,45.790000915527344,45.790000915527344,844200,2018-01-02
45.93000030517578,46.36000061035156,45.900001525878906,46.29999923706055,46.29999923706055,612500,2018-01-03
46.810001373291016,47.2599983215332,46.79999923706055,47.25,47.25,770600,2018-01-04
48.18000030517578,48.790000915527344,48.16999816894531,48.70000076293945,48.70000076293945,1356100,2018-01-05
48.79999923706055,49.0099983215332,48.72999954223633,49.0,49.0,618900,2018-01-08
49.779998779296875,49.79999923706055,49.41999816894531,49.54999923706055,49.54999923706055,1057300,2018-01-09
49.7400016784668,49.970001220703125,49.470001220703125,49.779998779296875,49.779998779296875,1051300,2018-01-10
49.880001068115234,50.31999969482422,49.81999969482422,50.279998779296875,50.279998779296875,860300,2018-01-11
49.959999084472656,50.81999969482422,49.72999954223633,50.029998779296875,50.029998779296875,1043400,2018-01-12
49.79999923706055,50.40999984741211,48.79999923706055,48.95000076293945,48.95000076293945,1388400,2018-01-16
49.439998626708984,49.970001220703125,49.15999984741211,49.81999969482422,49.81999969482422,784500,2018-01-17
49.349998474121094,49.349998474121094,49.02000045776367,49.16999816894531,49.16999816894531,570600,2018-01-18
49.880001068115234,50.02000045776367,49.72999954223633,49.88999938964844,49.88999938964844,522100,2018-01-19
50.150001525878906,50.810001373291016,50.099998474121094,50.79999923706055,50.79999923706055,800100,2018-01-22
51.56999969482422,51.939998626708984,49.88999938964844,50.41999816894531,50.41999816894531,2431800,2018-01-23
49.900001525878906,49.900001525878906,48.93000030517578,49.150001525878906,49.150001525878906,1742500,2018-01-24
48.5,49.119998931884766,48.189998626708984,48.400001525878906,48.400001525878906,1217600,2018-01-25
48.77000045776367,49.5,48.72999954223633,49.47999954223633,49.47999954223633,1112900,2018-01-26
48.599998474121094,48.619998931884766,47.560001373291016,47.869998931884766,47.869998931884766,3080600,2018-01-29
47.540000915527344,47.7599983215332,46.970001220703125,47.349998474121094,47.349998474121094,910800,2018-01-30
47.93000030517578,48.130001068115234,47.7400016784668,47.939998626708984,47.939998626708984,852100,2018-01-31
48.58000183105469,49.63999938964844,48.4900016784668,49.150001525878906,49.150001525878906,1810100,2018-02-01
53.0,53.90999984741211,51.56999969482422,51.9900016784668,51.9900016784668,3954200,2018-02-02
50.68000030517578,50.689998626708984,48.310001373291016,49.0,49.0,2596400,2018-02-05
49.0099983215332,51.18000030517578,48.79999923706055,50.77000045776367,50.77000045776367,2667400,2018-02-06
50.5,50.95000076293945,49.93000030517578,50.119998931884766,50.119998931884766,1131700,2018-02-07
48.56999969482422,48.7599983215332,46.959999084472656,46.959999084472656,46.959999084472656,2578100,2018-02-08
47.45000076293945,47.779998779296875,45.33000183105469,47.04999923706055,47.04999923706055,2103600,2018-02-09
47.720001220703125,48.4900016784668,47.27000045776367,48.27000045776367,48.27000045776367,1212700,2018-02-12
47.08000183105469,47.34000015258789,46.79999923706055,47.220001220703125,47.220001220703125,1309200,2018-02-13
